Name,Location,Latitude,Longitude
Condo for Rent,"1234 Wilshire Blvd, Los Angeles, CA 90017",34.05357,-118.26636
Condo for Rent,"1476 W 35th St, Los Angeles, CA 90018",34.0245328,-118.3025473
Condo for Rent,"1532 4th Ave, Los Angeles, CA 90019",34.0447841,-118.3211837
Condo for Rent,"2121 James M Wood Blvd, Los Angeles, CA 90006",34.0537955,-118.2794935
Condo for Rent,"249 N Bonnie Brae St, Los Angeles, CA 90026",34.0675626,-118.2668126
Condo for Rent,"257 S Spring St, Los Angeles, CA 90012",34.0509469,-118.2464361
Condo for Rent,"2939 Leeward Ave, Los Angeles, CA 90005",34.0587997,-118.2877652
Condo for Rent,"3511 W 6th St, Los Angeles, CA 90020",34.0636618,-118.2982779
Condo for Rent,"400 S Broadway, Los Angeles, CA 90013",34.0491544,-118.2489804
Condo for Rent,"420 San Pedro St, Los Angeles, CA 90013",34.0451303,-118.2431733
Condo for Rent,"435 S La Fayette Park Pl, Los Angeles, CA 90057",34.0652757,-118.2818737
Condo for Rent,"460 S Spring St, Los Angeles, CA 90013",34.0474227,-118.2489472
Condo for Rent,"625 S Berendo St, Los Angeles, CA 90005",34.062689,-118.2942312
Condo for Rent,"630 W 6th St, Los Angeles, CA 90017",34.0489199,-118.2557028
Condo for Rent,"746 S Los Angeles St, Los Angeles, CA 90014",34.0422685,-118.2515526
Condo for Rent,"800 W 1st St, Los Angeles, CA 90012",34.0569161,-118.2508125
Condo for Rent,"801 S Grand Ave, Los Angeles, CA 90017",34.0457316,-118.2583612
Condo for Rent,"849 S Broadway, Los Angeles, CA 90014",34.0431143,-118.2554495
Condo for Rent,"877 Francisco St, Los Angeles, CA 90017",34.048683,-118.262866
Condo for Rent,"889 Francisco St, Los Angeles, CA 90017",34.0483407,-118.2640555
Condo for Rent,"900 W Olympic Blvd, Los Angeles, CA 90015",34.0452979,-118.266482
Condo for Rent,"901 S Flower St, Los Angeles, CA 90015",34.0454002,-118.2622305
Condo for Rent,"926 S Manhattan Pl, Los Angeles, CA 90019",34.0549289,-118.3100326
Crenshaw Townhouse,"1327-1329 S Crenshaw Blvd, Los Angeles, CA 90019",33.9288014,-118.3262837
Crosby,"3350 Wilshire Blvd, Los Angeles, CA 90010",34.0615125,-118.295746
Crystal House Apartments,"1630 W 3rd St, Los Angeles, CA 90017",34.0600465,-118.2661568
DON - St. Germaine,"900 S Serrano Ave, Los Angeles, CA 90006",34.055738,-118.306471
Decollage Apartments,"3057-3067 W Pico Blvd, Los Angeles, CA 90006",34.047269,-118.308015
E on Grand,"1249 S Grand Ave, Los Angeles, CA 90015",34.0391374,-118.2644066
E on Hoover,"1157 S Hoover St, Los Angeles, CA 90006",34.050013,-118.284269
Eighth & Grand,"770 S Grand Ave, Los Angeles, CA 90014",34.0461959,-118.2574803
Emerald,"215 W 14th St, Los Angeles, CA 90015",34.0362741,-118.2635777
Fedora Woods,"861 Fedora, LOS ANGELES, CA 90005",34.0566391,-118.2977149
Fedora x Trilby,"826-840 S Mariposa Ave, Los Angeles, CA 90005",34.056021,-118.29863
G12,"1200 S Grand Ave, Los Angeles, CA 90015",34.0394751,-118.263711
Gamer Apartment | Live Work Loft in Los An...,"443 S San Pedro St, Los Angeles, CA 90013",34.00817,-118.2696328
Garment Lofts,"217 E 8th St, Los Angeles, CA 90014",34.0416477,-118.2515713
Gas Company Lofts,"810 S Flower St, Los Angeles, CA 90017",34.0467213,-118.2601097
Gillman Studio Apartments,"417 S Rampart Blvd, Los Angeles, CA 90057",34.0646889,-118.2799909
Gramercy Place,"1500 S Gramercy Pl, Los Angeles, CA 90019",34.045245,-118.31293
Grand Central Market Apartments,"307-317 S Broadway, Los Angeles, CA 90013",34.051217,-118.2477871
HWH Luxury Living,"354 S Spring St, Los Angeles, CA 90013",34.0488246,-118.2479609
Haddon Hall,"3176-3188 W 8th St, Los Angeles, CA 90005",34.057646,-118.297194
Hallasan,"696 S New Hampshire Ave, Los Angeles, CA 90005",34.0600185,-118.2927895
Hartford Apartments,"744 Hartford Ave, Los Angeles, CA 90017",34.0510223,-118.2679084
Hellman Building,"411 S Main St, Los Angeles, CA 90013",34.0479479,-118.2476138
House for Rent,"1030 S St Andrews Pl, Los Angeles, CA 90019",33.9267368,-118.3116676
House for Rent,"1045 W 52nd St, Los Angeles, CA 90037",33.9951513,-118.2925532
House for Rent,"1113 4th Ave, Los Angeles, CA 90019",34.0508956,-118.3197378
House for Rent,"1179 W 28th St, Los Angeles, CA 90007",34.0296065,-118.2863198
House for Rent,"1180 W 37th Plz, Los Angeles, CA 90007",34.019884,-118.293487
House for Rent,"1213 W 24th St, Los Angeles, CA 90007",34.0344696,-118.2869113
House for Rent,"1222 W 35th St, Los Angeles, CA 90007",34.0240625,-118.2953434
House for Rent,"1228 Fedora St, Los Angeles, CA 90006",34.0484957,-118.2977799
House for Rent,"1231 W 36th Pl, Los Angeles, CA 90007",34.0220503,-118.29544
House for Rent,"1237 W 25th St, Los Angeles, CA 90007",34.0336619,-118.2874404
House for Rent,"1237 W 37th Plz, Los Angeles, CA 90007",34.020038,-118.295421
House for Rent,"1301 W 22nd St, Los Angeles, CA 90007",34.036083,-118.286659
House for Rent,"1316 W 35th St, Los Angeles, CA 90007",34.0245044,-118.297856
House for Rent,"1320 12th Ave, Los Angeles, CA 90019",34.0472501,-118.3246108
House for Rent,"1325 W Adams Blvd, Los Angeles, CA 90007",34.0328465,-118.2896914
House for Rent,"1329 W 37th Pl, Los Angeles, CA 90007",34.0200514,-118.2984807
House for Rent,"1334 W 22nd St, Los Angeles, CA 90007",34.0359186,-118.2875265
House for Rent,"1375 W 37th Dr, Los Angeles, CA 90007",34.0191328,-118.2995424
House for Rent,"1385 W 22nd St, Los Angeles, CA 90007",34.0360814,-118.2886498
House for Rent,"1430 E 20th St, Los Angeles, CA 90011",34.0212125,-118.2481964
House for Rent,"1451 W 36th Plz, Los Angeles, CA 90018",34.021952,-118.301473
House for Rent,"1511 4th Ave, Los Angeles, CA 90019",34.0451502,-118.3213833
House for Rent,"1513 4th Ave, Los Angeles, CA 90019",34.0451168,-118.3213831
House for Rent,"1540 W 58th St, Los Angeles, CA 90062",33.9896247,-118.3032853
House for Rent,"1651 W 37th Pl, Los Angeles, CA 90018",34.020068,-118.3075572
House for Rent,"1826 Westmoreland Blvd, Los Angeles, CA 90006",34.0408881,-118.3064394
House for Rent,"1847 W 43rd Pl, Los Angeles, CA 90062",34.0046872,-118.3125063
House for Rent,"1859 W Slauson Ave, Los Angeles, CA 90047",33.9892088,-118.3108322
House for Rent,"1907 W 48th St, Los Angeles, CA 90062",34.0001418,-118.3151179
House for Rent,"1981 Estrella Ave, Los Angeles, CA 90007",34.0339943,-118.2754635
House for Rent,"2022 W 31st St, Los Angeles, CA 90018",34.0263991,-118.309679
House for Rent,"2032 W 31st St, Los Angeles, CA 90018",34.0263987,-118.3099671
House for Rent,"2040 Browning Blvd, Los Angeles, CA 90062",34.011773,-118.315968
House for Rent,"2056 W 29th Pl, Los Angeles, CA 90018",34.0281624,-118.3106787
House for Rent,"2059 W 29th St, Los Angeles, CA 90018",34.0291763,-118.3107459
House for Rent,"2142 Portland St, Los Angeles, CA 90007",34.0338874,-118.2808512
House for Rent,"2349 W 29th Pl, Los Angeles, CA 90018",34.0282995,-118.3193553
House for Rent,"2418 W Vernon Ave, Los Angeles, CA 90043",34.0036014,-118.3195593
House for Rent,"243 E 38th St, Los Angeles, CA 90011",34.012673,-118.2706657
House for Rent,"2534 7th Ave, Los Angeles, CA 90018",34.0337098,-118.3247049
House for Rent,"2712 Menlo Ave, Los Angeles, CA 90007",34.0299756,-118.2900426
House for Rent,"2768 Wright Ln, Los Angeles, CA 90068",34.038798,-118.273117
House for Rent,"2827 S Hoover St, Los Angeles, CA 90007",34.003498,-118.2871405
House for Rent,"331 S Westlake Ave, Los Angeles, CA 90057",34.0619032,-118.2718914
House for Rent,"3511 S Bronson Ave, Los Angeles, CA 90018",34.0245973,-118.333895
House for Rent,"3536 6th Ave, Los Angeles, CA 90018",34.023801,-118.3234836
House for Rent,"3679 Halldale Ave, Los Angeles, CA 90018",34.0212273,-118.303014
House for Rent,"3711 W Pico Blvd, Los Angeles, CA 90019",34.0474311,-118.3215182
House for Rent,"3717 Raymond Ave, Los Angeles, CA 90007",34.020414,-118.2978109
House for Rent,"3823 S Van Ness Ave, Los Angeles, CA 90062",34.0166981,-118.317189
House for Rent,"3878 S Harvard Blvd, Los Angeles, CA 90062",34.0152018,-118.3066258
House for Rent,"3978 Dublin Ave, Los Angeles, CA 90008",34.0133115,-118.3221099
House for Rent,"4212 S Raymond Ave, Los Angeles, CA 90037",34.0070097,-118.2979232
House for Rent,"4223 Denker Ave, Los Angeles, CA 90062",34.0067604,-118.304644
House for Rent,"4306 5th Ave, Los Angeles, CA 90008",34.005287,-118.3221209
House for Rent,"4344 4th Ave, Los Angeles, CA 90008",34.0042414,-118.3212868
House for Rent,"456 E 47th St, Los Angeles, CA 90011",34.0005835,-118.2682931
House for Rent,"4623 Wesley Ave, Los Angeles, CA 90037",34.0014313,-118.2878763
House for Rent,"4638 2nd Ave, Los Angeles, CA 90043",34.001361,-118.3191188
House for Rent,"5012 3rd Ave, Los Angeles, CA 90043",33.9973841,-118.3202262
House for Rent,"5140 6th Ave, Los Angeles, CA 90043",33.9958723,-118.3235008
House for Rent,"5317 Ascot Ave, Los Angeles, CA 90011",33.9944559,-118.2500286
House for Rent,"533 E 36th St, Los Angeles, CA 90011",34.014167,-118.267009
House for Rent,"854 S Gramercy Pl, Los Angeles, CA 90005",34.0568472,-118.3131116
House for Rent,"860 S Wilton Pl, Los Angeles, CA 90005",34.0567321,-118.3141513
House for Rent,"942 4th Ave, Los Angeles, CA 90019",34.0545874,-118.3177683
Housing Near USC (University Southern Calif),"1211 W 37th Dr, Los Angeles, CA 90007",34.0191117,-118.2948686
Huntington Apartments,"752 S Main St, Los Angeles, CA 90014",34.0427113,-118.2527419
Icon Plaza,"3584 S Figueroa St, Los Angeles, CA 90007",34.0185566,-118.2820071
Jade Everett,"2652-2656 Ellendale Pl, Los Angeles, CA 90007",34.031942,-118.288745
Jasper,"2528 S Grand Ave, Los Angeles, CA 90007",34.0270573,-118.2717871
Jefferson Flats (Student Housing - Fall 2023),"1320 W Jefferson Blvd, Los Angeles, CA 90007",34.0189084,-118.2732192
Josephine DTLA,"801 S Hope St, Los Angeles, CA 90017",34.0465312,-118.2594409
Kenmore Towers,"615 S Kenmore Ave, Los Angeles, CA 90005",34.0631693,-118.2967343
Kingsley Diplomat Apartments,"730 S Kingsley Dr, Los Angeles, CA 90005",34.0590419,-118.3029769
Kodo,"2867 Sunset Pl, Los Angeles, CA 90005",34.0608783,-118.2854647
Kurve,"2801 Sunset Pl, Los Angeles, CA 90005",34.060884,-118.284357
LEE - Leeward Apartments,"2810 Leeward Ave, Los Angeles, CA 90005",34.0586547,-118.2845598
LEVEL - South Olive,"888 S Olive St, Los Angeles, CA 90014",34.0439006,-118.2579187
Lakeview Apartments,"500 S Lake St, Los Angeles, CA 90057",34.0610046,-118.2752996
Leimert Park,"4225 Leimert Blvd, Los Angeles, CA 90008",34.0074158,-118.3269098
Lexington at Fedora,"844-854 Fedora St, Los Angeles, CA 90005",34.056722,-118.297542
Lido Apartments - 1039 S Hobart,"1039 S Hobart Blvd, Los Angeles, CA 90006",34.05189,-118.3053268
Luna,"3640 Wilshire Blvd, Los Angeles, CA 90010",34.0616371,-118.3044718
MARLEY LOFTS,"548 S Spring St, Los Angeles, CA 90013",34.0459565,-118.2504947
Magnolia Apartments,"1423 Magnolia Ave, Los Angeles, CA 90006",34.0459653,-118.2864783
Manali Residence,"742 S Westlake Ave, Los Angeles, CA 90057",34.0551956,-118.2759953
Mardi Gras Apartments,"720 W 27th St, Los Angeles, CA 90007",34.0280974,-118.2795452
Mariposa @ 5th,"520 S Mariposa Ave, Los Angeles, CA 90020",34.064946,-118.299102
Mariposa @ 8th,"750 S Mariposa Ave, Los Angeles, CA 90005",34.0585548,-118.2986134
Mariposa Apartments,"727 S Mariposa Ave, Los Angeles, CA 90005",34.059369,-118.298814
Maxfield Lofts,"819 Santee St, Los Angeles, CA 90014",34.0411657,-118.2522843
Menlo 2,"980 Menlo Ave, Los Angeles, CA 90006",34.052954,-118.2902551
Mercantile Lofts,"620 S Main St, Los Angeles, CA 90014",34.0444743,-118.2502786
Met Lofts,"1050 S Flower St, Los Angeles, CA 90015",34.0431334,-118.2636946
Morgan Lofts Unit 306,"3324-3330 Wilshire Blvd, Los Angeles, CA 90010",34.061848,-118.295029
Museum Tower,"225 S Olive St, Los Angeles, CA 90012",34.0532819,-118.2498532
NRE - The Bard Apartments,"756 S Normandie Ave, Los Angeles, CA 90005",34.0585782,-118.2997039
National City Tower,"810 S Spring St, Los Angeles, CA 90014",34.0428604,-118.2534902
New Hampshire Terrace,"864 S New Hampshire, Los Angeles, CA 90005",34.056564,-118.292803
Next on Sixth,"620 S Virgil Ave, Los Angeles, CA 90005",34.0633307,-118.2858013
OSM USC Housing,"1239 W 30th St, Los Angeles, CA 90007",34.0277062,-118.289986
Olive DTLA,"1213-1237 S Olive St, Los Angeles, CA 90015",34.039065,-118.262594
Olympic by Windsor,"936 S Olive St, Los Angeles, CA 90015",34.0425232,-118.2591086
Onyx DTLA,"424 W Pico Blvd, Los Angeles, CA 90015",34.0392488,-118.2654307
PRE - The President,"669 S Union Ave, Los Angeles, CA 90017",34.0545933,-118.2707964
Pacific Electric Lofts,"610 S Main St, Los Angeles, CA 90014",34.044648,-118.2497744
Packard Lofts,"1000 S Hope St, Los Angeles, CA 90015",34.0431473,-118.2617332
Park Fifth,"427 W 5th St, Los Angeles, CA 90013",34.0490613,-118.2520533
Park Gramercy Apartments,"849 S Gramercy Dr, Los Angeles, CA 90005",34.056966,-118.312263
Park View Apartments,"511 Park View, Los Angeles, CA 90057",34.078588,-118.381302
Park Wilshire,"2424 Wilshire Blvd, Los Angeles, CA 90057",34.0597223,-118.2798877
Pegasus,"612 S Flower St, Los Angeles, CA 90017",34.0495546,-118.2575106
Phoenix Apartments (Brand New),"1421-1439 W Adams Blvd, Los Angeles, CA 90007",34.032833,-118.29241
Plaza at Lafayette,"401 S La Fayette Park Pl, Los Angeles, CA 90057",34.0658576,-118.281502
Premiere Towers,"621 S Spring St, Los Angeles, CA 90014",34.045547,-118.25167
Prince Rupert Apartments,"1305 Ingraham St, Los Angeles, CA 90017",34.053202,-118.2672508
Private Furnished Rooms - Co-Living Life,"2651 S Hobart Blvd, Los Angeles, CA 90018",34.0317669,-118.3079215
Private Suite - Co-living Life,"1430 W 37th St, Los Angeles, CA 90018",34.0208818,-118.3010844
Radius Koreatown,"680 S Berendo St, Los Angeles, CA 90005",34.0605475,-118.2940376
Renaissance Tower,"501 W Olympic Blvd, Los Angeles, CA 90015",34.0434194,-118.2609485
Rise Koreatown,"750 S Oxford Ave, Los Angeles, CA 90005",34.0586545,-118.3077254
SB Main,"111 W 7th St, Los Angeles, CA 90014",34.04416,-118.25158
SB Manhattan,"215 W 6th St, Los Angeles, CA 90014",34.046129,-118.2510687
SB Spring,"650 S Spring St, Los Angeles, CA 90014",34.044679,-118.252025
SB Tower,"600 S Spring St, Los Angeles, CA 90014",34.0457301,-118.2509874
Santee Court,"716-718 S Los Angeles St, Los Angeles, CA 90014",34.0426011,-118.2513535
Sentral DTLA at 732 S. Spring,"732 S Spring St, Los Angeles, CA 90014",34.0433804,-118.2529148
Sentral DTLA at 755 S. Spring,"755 S Spring St, Los Angeles, CA 90014",34.0434701,-118.253726
SevenWest,"1331 W 7th St, Los Angeles, CA 90017",34.0525701,-118.2680025
Sienna,"1011 S Serrano Ave, Los Angeles, CA 90006",34.0523153,-118.3064176
Skye at Bunker Hill,"234 S Figueroa St, Los Angeles, CA 90012",34.0559729,-118.2535411
South Kenmore Apartments,"915 S Kenmore Ave, Los Angeles, CA 90006",34.0553842,-118.2966216
South Park by Windsor,"939 S Hill St, Los Angeles, CA 90015",34.0424975,-118.2577452
South Virgil Apartments,"615 S Virgil Ave, Los Angeles, CA 90005",34.0633469,-118.2871377
Spring Arcade Building,"541 S Spring St, Los Angeles, CA 90013",34.0465999,-118.2506512
Spring Tower Lofts,"639 S Spring St, Los Angeles, CA 90014",34.045063,-118.2519176
Sunflower Norton Apartments,"1242 S Norton Ave, Los Angeles, CA 90019",34.048705,-118.32319
"TENTEN DOWNTOWN 10 Weeks Free & $1,000 Back*","1027 Wilshire Blvd, Los Angeles, CA 90017",34.0522206,-118.2628724
"TENTEN WILSHIRE 10 Weeks Free + $1,000 Back*","1010 Wilshire Blvd, Los Angeles, CA 90017",34.0515084,-118.2617323
THEA at Metropolis,"1000 W 8th St, Los Angeles, CA 90017",34.049487,-118.265004
The 505,"505 W 31st St, Los Angeles, CA 90007",33.813546,-118.1982418
The 900,"900 S Vermont Ave, Los Angeles, CA 90006",34.055819,-118.291523
The Ashby @ 8th,"808 S Hobart Blvd, Los Angeles, CA 90005",34.0574302,-118.3052315
The Audrey,"700 S Manhattan Pl, Los Angeles, CA 90005",34.0671438,-118.3103678
The BORA 3170,"3170 W Olympic Blvd, Los Angeles, CA 90006",34.0525145,-118.3054761
The Brockman Lofts,"530 W 7th St, Los Angeles, CA 90014",34.0468926,-118.2565064
The Cascades,"1136 W 36th St, Los Angeles, CA 90007",34.0230251,-118.2934221
The Chapman Flats,"756 S Broadway, Los Angeles, CA 90014",34.0443541,-118.2540411
The Charleston Apartments,"729 S Union Ave, Los Angeles, CA 90017",34.053245,-118.271679
The Emerson,"225 S Grand Ave, Los Angeles, CA 90012",34.0541727,-118.2513144
The Enchanted,"826 S Hobart Blvd, Los Angeles, CA 90005",34.0571425,-118.3052304
The Flat,"750 S Garland Ave, Los Angeles, CA 90017",34.050623,-118.266868
The Frazier,"1107 S Hobart Blvd, Los Angeles, CA 90006",34.0506254,-118.3053248
The Gemma,"3540 Wilshire Blvd, Los Angeles, CA 90010",34.0616526,-118.3017829
The Great Republic Lofts,"756 S Spring St, Los Angeles, CA 90014",34.0430393,-118.253275
The Hana,"801 S Berendo St, Los Angeles, CA 90005",34.057616,-118.294235
The Harper,"800 S Harvard Blvd, Los Angeles, CA 90005",34.057558,-118.304062
The Irolo,"932 Irolo St, Los Angeles, CA 90006",34.0553928,-118.3007831
The Kenmore,"966 S Kenmore Ave, Los Angeles, CA 90006",34.0536864,-118.2967453
The Langham,"715 S Normandie Ave, Los Angeles, CA 90005",34.0593134,-118.3001433
The Lofts at the Security Building Apartments,"510 S Spring St, Los Angeles, CA 90013",34.0470827,-118.2497111
The Lorenzo- Student Housing near USC,"325 W Adams Blvd, Los Angeles, CA 90007",34.0284707,-118.2722588
The Medici,"725 S Bixel St, Los Angeles, CA 90017",34.0505595,-118.2645185
The Met,"950 S Flower St, Los Angeles, CA 90015",34.0451991,-118.2618902
The Mint,"1136 W 6th St, Los Angeles, CA 90017",34.0541263,-118.2625071
The Nexen,"2968 W 7th St, Los Angeles, CA 90005",34.0597025,-118.288451
The Oxford @ Olympic,"979-985 S Oxford Ave, Los Angeles, CA 90006",34.0508363,-118.3074377
The Pearl,"687 S Hobart Blvd, Los Angeles, CA 90005",34.06159,-118.305444
The Piero,"609 St Paul Ave, Los Angeles, CA 90017",34.05333,-118.2611024
The Ten Apartments,"2336 Crenshaw Blvd, Los Angeles, CA 90016",34.03625,-118.3329527
The Thompson,"3345 Wilshire Blvd, Los Angeles, CA 90010",34.0618486,-118.2963729
The Vermont,"3150 Wilshire Blvd, Los Angeles, CA 90010",34.0617159,-118.2906854
The View,"3460 W 7th St, Los Angeles, CA 90005",34.0596302,-118.3023012
The Visconti,"1221 W 3rd St, Los Angeles, CA 90017",34.0574981,-118.2591582
The Walnut Building,"691 Mill St, Los Angeles, CA 90021",34.0349143,-118.2345827
The Wendover Apartments,"840 Hobart Blvd, Los Angeles, CA 90005",34.0929403,-118.3046243
Title Guarantee Lofts,"411 W 5th St, Los Angeles, CA 90013",34.049089,-118.251832
Topaz,"550 S Main St, Los Angeles, CA 90013",34.0547784,-117.7521175
Townhome for Rent,"1041 Leighton Ave, Los Angeles, CA 90037",34.0133,-118.2927865
Townhome for Rent,"1110 W 54th St, Los Angeles, CA 90037",33.9931343,-118.2938984
Townhome for Rent,"1141 Irolo St, Los Angeles, CA 90006",34.0501044,-118.301119
Townhome for Rent,"1200 W 24th St, Los Angeles, CA 90007",34.034305,-118.286641
Townhome for Rent,"1208 W 25th St, Los Angeles, CA 90007",34.0334978,-118.2868114
Townhome for Rent,"1212 Fedora St, Los Angeles, CA 90006",34.0487553,-118.2977805
Townhome for Rent,"1224 W 37th Pl, Los Angeles, CA 90007",34.0198795,-118.2953015
Townhome for Rent,"1265 W 35th St, Los Angeles, CA 90007",34.0246265,-118.296419
Townhome for Rent,"1316 W 35th St, Los Angeles, CA 90007",34.0245044,-118.297856
Townhome for Rent,"1339 W 35th Pl, Los Angeles, CA 90007",34.0237652,-118.2984153
Townhome for Rent,"1356 W 30th St, Los Angeles, CA 90007",34.0276834,-118.2932375
Townhome for Rent,"1360 W 24th St, Los Angeles, CA 90007",34.0342143,-118.2906594
Townhome for Rent,"1374 W 35th Pl, Los Angeles, CA 90007",34.023606,-118.2995117
Townhome for Rent,"1432 E 20th St, Los Angeles, CA 90011",34.0211832,-118.2481445
Townhome for Rent,"1603 W 35th St, Los Angeles, CA 90018",34.0247132,-118.3061603
Townhome for Rent,"1609 W 35th Pl, Los Angeles, CA 90018",34.0238014,-118.3063488
Townhome for Rent,"1618 W 35th Pl, Los Angeles, CA 90018",34.0236404,-118.3071737
Townhome for Rent,"1621 E 46th St, Los Angeles, CA 90011",34.0019032,-118.2455672
Townhome for Rent,"1621 S Van Ness Ave, Los Angeles, CA 90019",34.0432316,-118.3164823
Townhome for Rent,"1635 E 33rd St, Los Angeles, CA 90011",34.0109576,-118.2446211
Townhome for Rent,"1637 E 33rd St, Los Angeles, CA 90011",34.010947,-118.2445882
Townhome for Rent,"1813 W Adams Blvd, Los Angeles, CA 90018",34.0327973,-118.3036151
Townhome for Rent,"1822 Orchard Ave, Los Angeles, CA 90006",34.0408752,-118.2886569
Townhome for Rent,"1822 Orchard Ave., Los Angeles, CA 90006",34.0408752,-118.2886569
Townhome for Rent,"234 E 27th St, Los Angeles, CA 90011",34.0231119,-118.267377
Townhome for Rent,"2663 5th Ave, Los Angeles, CA 90018",34.0308242,-118.322515
Townhome for Rent,"2688 Orchard Ave, Los Angeles, CA 90007",34.0306406,-118.2873228
Townhome for Rent,"3011 S Budlong Ave, Los Angeles, CA 90007",34.0270047,-118.2959981
Townhome for Rent,"3505 Raymond Ave, Los Angeles, CA 90007",34.0244419,-118.2981537
Townhome for Rent,"3915 Brighton Ave, Los Angeles, CA 90062",34.0147731,-118.3013564
Townhome for Rent,"3968 Arlington Ave, Los Angeles, CA 90008",34.0132587,-118.3181299
Townhome for Rent,"3996 La Salle Ave, Los Angeles, CA 90062",34.011041,-118.3055798
Townhome for Rent,"4151 Brighton Ave, Los Angeles, CA 90062",34.008301,-118.301357
Townhome for Rent,"4232 S Olive St, Los Angeles, CA 90037",34.0067807,-118.279354
Townhome for Rent,"4306 S Normandie Ave, Los Angeles, CA 90037",34.0052948,-118.3000791
Townhome for Rent,"4416 8th Ave, Los Angeles, CA 90043",34.003109,-118.325644
Townhome for Rent,"4418 8th Ave, Los Angeles, CA 90008",34.0030965,-118.3256441
Townhome for Rent,"5430 S Wilton Pl, Los Angeles, CA 90062",33.9928981,-118.3148324
Townhome for Rent,"608 W 42nd St, Los Angeles, CA 90037",34.0069715,-118.2843833
Trademark,"437 S Hill St, Los Angeles, CA 90013",34.049653,-118.2514664
Tremont Apartments,"514 S Catalina St, Los Angeles, CA 90020",34.0650614,-118.2952954
Tripalink Co-living Apartments,"1147 W 37th St, Los Angeles, CA 90007",34.021041,-118.2927135
Tripalink-1344 W 37th Pl,"1344 W 37th Pl, Los Angeles, CA 90007",34.0198872,-118.298837
Tuscani Villas,"369 Columbia Ave, Los Angeles, CA 90017",34.0579023,-118.2654433
Tuscany Apartments Student Living,"3770 S Figueroa St, Los Angeles, CA 90007",34.0168761,-118.2826486
University Gateway,"3335 S Figueroa St, Los Angeles, CA 90007",34.022364,-118.2798047
Views,"723 S St Andrews Pl, Los Angeles, CA 90005",33.9267368,-118.3116676
WILCO Apartments,"2525 Wilshire Blvd, Los Angeles, CA 90057",34.0603091,-118.2807739
Watermarke Tower,"705 W 9th St, Los Angeles, CA 90015",34.0463266,-118.2617087
West 27th,"2700 S Figueroa St, Los Angeles, CA 90007",34.02722,-118.276486
Western Towers,"1057 S Western Ave, Los Angeles, CA 90006",34.0512286,-118.3091469
Westland @ Regina,"420 S Westlake Ave, Los Angeles, CA 90057",34.0604435,-118.272598
Westmore on Wilshire,"3075 Wilshire Blvd, Los Angeles, CA 90010",34.061892,-118.288559
Westmoreland Apartments,"500 S Westmoreland Ave, Los Angeles, CA 90020",34.065058,-118.288343
Wilshire Valencia,"1515 Wilshire Blvd, Los Angeles, CA 90017",34.0548093,-118.2686684
Wilshire Vermont,"3183 Wilshire Blvd, Los Angeles, CA 90010",34.0626745,-118.2909789
Windsor Court,"900 S Irolo St, Los Angeles, CA 90006",34.05301,-118.301027
Wren,"1230 S Olive St, Los Angeles, CA 90015",34.0384342,-118.2629339
mResidences Olympic & Olive,"1001 S Olive St, Los Angeles, CA 90015",34.0419696,-118.2603795
the 314 DTLA,"601 S Broadway, Los Angeles, CA 90014",34.046601,-118.252201
